# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment
#
# total peaks = 16799
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 182
# genome size = 2000000000
# Total tags = 1635265.0
# Total tags in peaks = 549406.0
# Approximate IP efficiency = 33.60%
# tags per bp = 0.000800
# expected tags per peak = 0.400
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 126776
#
# input tag directory = /home/81841b21-3124-4bba-b3f3-563705705a5b/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 6
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/81841b21-3124-4bba-b3f3-563705705a5b/treatment -o /home/81841b21-3124-4bba-b3f3-563705705a5b/module_out/mouse_heart_H3K4me3_rep2.homer.txt -i /home/81841b21-3124-4bba-b3f3-563705705a5b/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr9-5525	chr9	37530900	37531618	+	42.8	718.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr9-4954	chr9	40638220	40638865	+	42.8	645.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr9-4502	chr9	41273259	41273759	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4059	chr9	41890377	41890877	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4506	chr9	42520560	42521060	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4521	chr9	44489153	44489788	+	42.8	635.000	7.000000	7.0	0.4	16.87	2.77e-07	0.83
chr9-4530	chr9	45145850	45146350	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4099	chr9	48161936	48162436	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4532	chr9	48266919	48267419	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-5609	chr9	48649466	48649966	+	42.8	500.000	5.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4537	chr9	48987659	48988159	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4114	chr9	53341043	53341543	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4584	chr9	57997884	57998384	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4137	chr9	58204179	58204805	+	42.8	626.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4157	chr9	62414977	62415477	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4675	chr9	96437567	96438067	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4678	chr9	96759155	96759655	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4690	chr9	99994320	99994820	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4717	chr9	106448497	106449125	+	42.8	628.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-5259	chr9	107571887	107572387	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	1.00
chr9-4731	chr9	107596752	107597252	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-4735	chr9	107676173	107676837	+	42.8	664.000	7.000000	7.0	0.8	8.44	2.34e-05	0.83
chr9-4737	chr9	107901104	107901604	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr9-5947	chr9	107977453	107978117	+	42.8	664.000	5.000000	7.0	0.4	16.87	2.77e-07	1.00
chr9-4314	chr9	108587354	108587854	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr9-4346	chr9	118389231	118389731	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr10-3974	chr10	8130296	8130796	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-3988	chr10	14759969	14760599	+	42.8	630.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-3989	chr10	17331477	17331977	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4413	chr10	21145072	21145697	+	42.8	625.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr10-4010	chr10	22816219	22816719	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4014	chr10	25199885	25200385	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-3630	chr10	37397140	37397640	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4050	chr10	42582513	42583289	+	42.8	776.000	7.000000	7.0	0.4	16.87	2.77e-07	0.80
chr10-4051	chr10	42633168	42633668	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr10-4984	chr10	43170954	43171582	+	42.8	628.000	5.000000	7.0	0.4	16.87	2.77e-07	1.00
chr10-4490	chr10	51553553	51554179	+	42.8	626.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr10-4065	chr10	51590049	51590549	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4075	chr10	59942816	59943316	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr10-4525	chr10	61898462	61899124	+	42.8	662.000	6.000000	7.0	0.4	16.87	2.77e-07	0.75
chr10-5053	chr10	62665069	62665802	+	42.8	733.000	5.000000	7.0	0.4	16.87	2.77e-07	0.67
chr10-4547	chr10	67647691	67648321	+	42.8	630.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr10-4113	chr10	68282825	68283325	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4124	chr10	75780848	75781348	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4139	chr10	77522401	77522901	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4154	chr10	79921542	79922042	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4167	chr10	80075133	80075793	+	42.8	660.000	7.000000	7.0	0.8	8.44	2.34e-05	0.83
chr10-3782	chr10	80137165	80137665	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	1.00
chr10-4172	chr10	80159383	80160031	+	42.8	648.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4180	chr10	80329759	80330259	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4192	chr10	80643537	80644186	+	42.8	649.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4199	chr10	80804926	80805426	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr10-4205	chr10	80922115	80922615	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4676	chr10	81464395	81464895	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	0.85
chr10-4709	chr10	93276165	93276806	+	42.8	641.000	6.000000	7.0	0.8	8.44	2.34e-05	1.00
chr10-4262	chr10	93594131	93594778	+	42.8	647.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4787	chr10	117905938	117906575	+	42.8	637.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr10-4317	chr10	120564778	120565278	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr10-4322	chr10	122963539	122964039	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr10-4809	chr10	126957209	126957709	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	1.00
chr10-4337	chr10	127534344	127534844	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-4347	chr10	128149529	128150029	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr10-5430	chr10	128895625	128896312	+	42.8	687.000	5.000000	7.0	0.4	16.87	2.77e-07	1.00
chr10-4362	chr10	130541859	130542359	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-6841	chr11	6923894	6924394	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	1.00
chr11-8377	chr11	20445144	20445992	+	42.8	848.000	5.000000	7.0	0.4	16.87	2.77e-07	0.83
chr11-6868	chr11	20639807	20640482	+	42.8	675.000	7.000000	7.0	0.4	16.87	2.77e-07	0.83
chr11-6869	chr11	20656674	20657174	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr11-7574	chr11	21368304	21368952	+	42.8	648.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr11-6898	chr11	29824569	29825069	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-6911	chr11	33180510	33181270	+	42.8	760.000	7.000000	7.0	0.4	16.87	2.77e-07	0.83
chr11-6912	chr11	33200266	33200933	+	42.8	667.000	7.000000	7.0	0.4	16.87	2.77e-07	0.83
chr11-6947	chr11	51615435	51615935	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr11-8533	chr11	53859135	53859635	+	42.8	500.000	5.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7741	chr11	61615871	61616503	+	42.8	632.000	6.000000	7.0	0.4	16.87	2.77e-07	1.00
chr11-7016	chr11	62966856	62967356	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7751	chr11	63923427	63924117	+	42.8	690.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr11-7073	chr11	70351789	70352289	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr11-7850	chr11	74526580	74527212	+	42.8	632.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr11-7117	chr11	77766778	77767278	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7198	chr11	87662587	87663087	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7971	chr11	93098955	93099582	+	42.8	627.000	6.000000	7.0	0.8	8.44	2.34e-05	0.83
chr11-7222	chr11	94044055	94044736	+	42.8	681.000	7.000000	7.0	0.4	16.87	2.77e-07	0.80
chr11-7229	chr11	94392669	94393169	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	1.00
chr11-7247	chr11	95645438	95645938	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7251	chr11	96124172	96124672	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-8025	chr11	96987773	96988497	+	42.8	724.000	6.000000	7.0	0.4	16.87	2.77e-07	0.75
chr11-8030	chr11	97126893	97127595	+	42.8	702.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr11-6617	chr11	97441880	97442380	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr11-7274	chr11	97450111	97450611	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-6618	chr11	97531705	97532205	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7278	chr11	97685368	97685868	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-6631	chr11	98035832	98036460	+	42.8	628.000	8.000000	7.0	0.4	16.87	2.77e-07	0.83
chr11-8077	chr11	99131761	99132408	+	42.8	647.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr11-7303	chr11	99243848	99244348	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7331	chr11	101626612	101627244	+	42.8	632.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr11-6687	chr11	102375631	102376268	+	42.8	637.000	8.000000	7.0	0.4	16.87	2.77e-07	0.83
chr11-7346	chr11	102573012	102573512	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr11-6701	chr11	103311847	103312347	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr11-6135	chr11	116281169	116281806	+	42.8	637.000	9.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-6760	chr11	116653645	116654284	+	42.8	639.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-9335	chr11	119035101	119035850	+	42.8	749.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr11-6787	chr11	120353563	120354063	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7479	chr11	120641347	120641847	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7480	chr11	120643449	120643949	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr11-7493	chr11	121847735	121848235	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-2915	chr12	3791957	3792457	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-3554	chr12	12904392	12905035	+	42.8	643.000	5.000000	7.0	0.4	16.87	2.77e-07	0.85
chr12-3218	chr12	15812965	15813598	+	42.8	633.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr12-2670	chr12	16591584	16592084	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr12-3221	chr12	17011341	17011981	+	42.8	640.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr12-3605	chr12	30373130	30373630	+	42.8	500.000	5.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-2966	chr12	33057264	33057764	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-3294	chr12	55300999	55301499	+	42.8	500.000	6.000000	7.0	0.4	16.87	2.77e-07	1.00
chr12-2748	chr12	58268311	58269024	+	42.8	713.000	8.000000	7.0	0.8	8.44	2.34e-05	0.80
chr12-3027	chr12	69758199	69758699	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr12-3322	chr12	70148078	70148710	+	42.8	632.000	6.000000	7.0	0.4	16.87	2.77e-07	0.85
chr12-3337	chr12	72831662	72832296	+	42.8	634.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr12-3044	chr12	75616153	75616653	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr12-3384	chr12	81026842	81027342	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-3409	chr12	85686778	85687421	+	42.8	643.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr12-2830	chr12	86894644	86895144	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-3144	chr12	108327845	108328345	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-3149	chr12	109033576	109034076	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr12-3151	chr12	109459532	109460032	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr12-3158	chr12	110694645	110695145	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3206	chr13	4245078	4245578	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr13-4010	chr13	12101839	12102573	+	42.8	734.000	5.000000	7.0	0.4	16.87	2.77e-07	0.67
chr13-3224	chr13	15759067	15759567	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr13-3241	chr13	21322016	21322662	+	42.8	646.000	7.000000	7.0	0.8	8.44	2.34e-05	0.83
chr13-3249	chr13	21721350	21721850	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr13-3653	chr13	22043785	22044285	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	1.00
chr13-3299	chr13	23757041	23757667	+	42.8	626.000	7.000000	7.0	0.4	16.87	2.77e-07	0.83
chr13-3707	chr13	24603094	24603781	+	42.8	687.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr13-3718	chr13	31629131	31629763	+	42.8	632.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr13-3350	chr13	40854270	40854770	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3018	chr13	44840287	44840787	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr13-3021	chr13	46420487	46420987	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3036	chr13	51378109	51378609	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr13-3037	chr13	51594693	51595193	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3383	chr13	54191993	54192493	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3404	chr13	56258873	56259373	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3415	chr13	59011360	59011860	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3860	chr13	67375311	67375939	+	42.8	628.000	6.000000	7.0	0.4	16.87	2.77e-07	1.00
chr13-3456	chr13	69737738	69738238	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	1.00
chr13-3090	chr13	71458714	71459214	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3466	chr13	73271235	73271735	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3470	chr13	74292068	74292704	+	42.8	636.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr13-2810	chr13	78210063	78210701	+	42.8	638.000	9.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3492	chr13	90886379	90886879	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr13-3511	chr13	96130798	96131298	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3146	chr13	97282165	97282665	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-3162	chr13	103096272	103096947	+	42.8	675.000	8.000000	7.0	0.4	16.87	2.77e-07	0.83
chr13-3559	chr13	114931486	114931986	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr13-4502	chr13	119596195	119596695	+	42.8	500.000	5.000000	7.0	0.8	8.44	2.34e-05	1.19
chr14-2546	chr14	3332747	3333377	+	42.8	630.000	8.000000	7.0	0.4	16.87	2.77e-07	0.83
chr14-2794	chr14	13933441	13934069	+	42.8	628.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-3144	chr14	26441067	26441876	+	42.8	809.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr14-2835	chr14	26994211	26994711	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-3150	chr14	27044709	27045352	+	42.8	643.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr14-2842	chr14	30490485	30490985	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr14-3176	chr14	32628752	32629406	+	42.8	654.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr14-2865	chr14	34585923	34586423	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr14-2866	chr14	34614861	34615361	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-2870	chr14	34896256	34896756	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-3605	chr14	49829190	49829823	+	42.8	633.000	5.000000	7.0	0.4	16.87	2.77e-07	0.83
chr14-3619	chr14	52022848	52023348	+	42.8	500.000	5.000000	7.0	0.8	8.44	2.34e-05	0.85
chr14-2635	chr14	52327721	52328221	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr14-2928	chr14	54924462	54924962	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-3643	chr14	54961041	54961770	+	42.8	729.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr14-2943	chr14	55618219	55618719	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr14-2690	chr14	60733041	60733541	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-4251	chr14	63164754	63165254	+	42.8	500.000	4.000000	7.0	0.4	16.87	2.77e-07	1.00
chr14-2701	chr14	63338274	63338774	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-2988	chr14	65343889	65344518	+	42.8	629.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-2707	chr14	65968546	65969046	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-3001	chr14	66635601	66636101	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-2715	chr14	67344351	67344851	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr14-3031	chr14	74640649	74641149	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr14-2741	chr14	79771358	79771858	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr14-3376	chr14	87567930	87568560	+	42.8	630.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr14-3392	chr14	104460350	104460850	+	42.8	500.000	6.000000	7.0	0.4	16.87	2.77e-07	1.00
chr14-3838	chr14	105802513	105803232	+	42.8	719.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr15-3153	chr15	7815521	7816021	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-2878	chr15	12375569	12376268	+	42.8	699.000	8.000000	7.0	0.4	16.87	2.77e-07	0.80
chr15-3168	chr15	20449022	20449522	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3169	chr15	21110889	21111389	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3505	chr15	25364350	25364850	+	42.8	500.000	6.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-2883	chr15	25441166	25441666	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-3177	chr15	27937349	27937849	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3191	chr15	35293589	35294089	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3517	chr15	35326360	35327006	+	42.8	646.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr15-3194	chr15	36210321	36210951	+	42.8	630.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-3951	chr15	36578214	36578923	+	42.8	709.000	5.000000	7.0	0.4	16.87	2.77e-07	0.80
chr15-3542	chr15	44787511	44788011	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	1.00
chr15-3986	chr15	53311010	53311740	+	42.8	730.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr15-3547	chr15	54745699	54746417	+	42.8	718.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr15-3252	chr15	67039635	67040135	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-4044	chr15	74988353	74989008	+	42.8	655.000	5.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-3265	chr15	75731663	75732163	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-2959	chr15	75993553	75994185	+	42.8	632.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-2979	chr15	77366777	77367277	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-3638	chr15	78581212	78581902	+	42.8	690.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr15-3658	chr15	79401261	79401891	+	42.8	630.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr15-3323	chr15	79891636	79892136	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3674	chr15	80287073	80287573	+	42.8	500.000	6.000000	7.0	0.8	8.44	2.34e-05	1.00
chr15-3339	chr15	81802383	81803078	+	42.8	695.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3350	chr15	83366887	83367387	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3744	chr15	89322534	89323179	+	42.8	645.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr15-3782	chr15	97663767	97664267	+	42.8	500.000	6.000000	7.0	0.4	16.87	2.77e-07	1.00
chr15-3086	chr15	98180775	98181414	+	42.8	639.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-3408	chr15	98632384	98633038	+	42.8	654.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr15-3092	chr15	98897945	98898445	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-4319	chr15	100107712	100108439	+	42.8	727.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr15-3841	chr15	101238827	101239631	+	42.8	804.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr15-3447	chr15	102270561	102271061	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr15-3873	chr15	103182174	103182818	+	42.8	644.000	6.000000	7.0	0.4	16.87	2.77e-07	0.83
chr15-3874	chr15	103215054	103215708	+	42.8	654.000	6.000000	7.0	0.4	16.87	2.77e-07	0.80
chr15-3460	chr15	103258426	103258926	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr16-2498	chr16	18591029	18591529	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr16-2286	chr16	21310757	21311474	+	42.8	717.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr16-2535	chr16	29657515	29658142	+	42.8	627.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr16-2306	chr16	30068308	30068808	+	42.8	500.000	8.000000	7.0	0.4	16.87	2.77e-07	0.85
chr16-2543	chr16	30187955	30188581	+	42.8	626.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr16-2316	chr16	31935275	31935775	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr16-3096	chr16	32659025	32659686	+	42.8	661.000	5.000000	7.0	0.4	16.87	2.77e-07	0.75
chr16-3192	chr16	77500506	77501152	+	42.8	646.000	5.000000	7.0	0.4	16.87	2.77e-07	0.80
chr16-2627	chr16	78236626	78237126	+	42.8	500.000	7.000000	7.0	0.8	8.44	2.34e-05	0.85
chr16-2410	chr16	90197402	90197902	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
chr16-2654	chr16	92019416	92019916	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	1.00
chr16-2670	chr16	96280557	96281057	+	42.8	500.000	7.000000	7.0	0.4	16.87	2.77e-07	0.85
chr17-3449	chr17	5934570	5935070	+	42.8	500.000	8.000000	7.0	0.8	8.44	2.34e-05	0.85
