# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment
#
# total peaks = 17438
# peak size = 500
# peaks found using tags on both strands
# minimum distance between peaks = 1000
# fragment length = 172
# genome size = 2000000000
# Total tags = 1490767.0
# Total tags in peaks = 668168.0
# Approximate IP efficiency = 44.82%
# tags per bp = 0.000732
# expected tags per peak = 0.366
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 4.0
# number of putative peaks = 135445
#
# input tag directory = /home/0114084d-4a72-4cef-87b7-263e647b74e0/control
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 3
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 1
#
# cmd = findPeaks /home/0114084d-4a72-4cef-87b7-263e647b74e0/treatment -o /home/0114084d-4a72-4cef-87b7-263e647b74e0/module_out/mouse_heart_H3K4me3_rep1.homer.txt -i /home/0114084d-4a72-4cef-87b7-263e647b74e0/control -style histone
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
chr4-4336	chr4	97745864	97746655	+	93.9	791.000	11.000000	14.0	0.4	37.96	6.82e-18	0.99
chr4-5089	chr4	102978466	102979638	+	93.9	1172.000	9.000000	14.0	0.4	37.96	6.82e-18	0.85
chr4-5092	chr4	103619514	103620535	+	93.9	1021.000	9.000000	14.0	0.4	37.96	6.82e-18	0.85
chr4-6556	chr4	110397291	110398263	+	93.9	972.000	6.000000	14.0	0.4	37.96	6.82e-18	0.90
chr4-5144	chr4	118260634	118261568	+	93.9	934.000	9.000000	14.0	0.4	37.96	6.82e-18	0.88
chr4-4041	chr4	119359311	119360110	+	93.9	799.000	12.000000	14.0	0.7	18.98	7.73e-14	0.89
chr4-6113	chr4	120282365	120283254	+	93.9	889.000	7.000000	14.0	0.4	37.96	6.82e-18	0.91
chr4-5627	chr4	123201017	123201992	+	93.9	975.000	8.000000	14.0	1.5	9.49	6.71e-10	0.90
chr4-3109	chr4	133518886	133519514	+	93.9	628.000	15.000000	14.0	0.4	37.96	6.82e-18	0.92
chr4-7408	chr4	134237367	134238523	+	93.9	1156.000	5.000000	14.0	1.5	9.49	6.71e-10	0.80
chr4-5254	chr4	135573071	135573841	+	93.9	770.000	9.000000	14.0	0.7	18.98	7.73e-14	0.90
chr4-4154	chr4	141291587	141292223	+	93.9	636.000	12.000000	14.0	0.4	37.96	6.82e-18	0.99
chr4-3785	chr4	141368028	141368667	+	93.9	639.000	13.000000	14.0	0.7	18.98	7.73e-14	0.91
chr4-5777	chr4	141617556	141618638	+	93.9	1082.000	8.000000	14.0	0.4	37.96	6.82e-18	0.80
chr5-4979	chr5	19907672	19908685	+	93.9	1013.000	9.000000	14.0	1.5	9.49	6.71e-10	0.99
chr5-6370	chr5	25222549	25223561	+	93.9	1012.000	6.000000	14.0	0.4	37.96	6.82e-18	0.89
chr5-3310	chr5	37338438	37339077	+	93.9	639.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr5-3926	chr5	72580334	72581194	+	93.9	860.000	12.000000	14.0	0.4	37.96	6.82e-18	0.83
chr5-3931	chr5	74704163	74704934	+	93.9	771.000	12.000000	14.0	0.7	18.98	7.73e-14	0.89
chr5-5570	chr5	110342489	110343466	+	93.9	977.000	8.000000	14.0	0.4	37.96	6.82e-18	0.85
chr5-4794	chr5	118465150	118466284	+	93.9	1134.000	10.000000	14.0	0.4	37.96	6.82e-18	0.83
chr5-4078	chr5	136083812	136084571	+	93.9	759.000	12.000000	14.0	0.7	18.98	7.73e-14	0.89
chr5-5329	chr5	143363669	143364624	+	93.9	955.000	9.000000	14.0	0.7	18.98	7.73e-14	0.89
chr5-5774	chr5	144545876	144546775	+	93.9	899.000	8.000000	14.0	0.7	18.98	7.73e-14	1.00
chr6-3959	chr6	5255585	5256603	+	93.9	1018.000	8.000000	14.0	0.7	18.98	7.73e-14	0.90
chr6-2064	chr6	23132687	23133312	+	93.9	625.000	15.000000	14.0	0.4	37.96	6.82e-18	0.91
chr6-4346	chr6	42372768	42373726	+	93.9	958.000	7.000000	14.0	0.7	18.98	7.73e-14	0.87
chr6-4349	chr6	47780846	47781744	+	93.9	898.000	7.000000	14.0	0.7	18.98	7.73e-14	0.89
chr6-2334	chr6	47788336	47789117	+	93.9	781.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr6-2851	chr6	48742720	48743479	+	93.9	759.000	12.000000	14.0	0.4	37.96	6.82e-18	0.88
chr6-3739	chr6	52190906	52191868	+	93.9	962.000	9.000000	14.0	1.5	9.49	6.71e-10	0.83
chr6-4074	chr6	53573254	53574326	+	93.9	1072.000	8.000000	14.0	0.7	18.98	7.73e-14	0.88
chr6-3143	chr6	58906500	58907439	+	93.9	939.000	11.000000	14.0	0.7	18.98	7.73e-14	0.89
chr6-2359	chr6	65380936	65381722	+	93.9	786.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr6-4460	chr6	83710840	83712075	+	93.9	1235.000	7.000000	14.0	0.7	18.98	7.73e-14	0.85
chr6-2391	chr6	85155016	85155641	+	93.9	625.000	14.000000	14.0	0.7	18.98	7.73e-14	0.92
chr6-3803	chr6	86472193	86473217	+	93.9	1024.000	9.000000	14.0	0.4	37.96	6.82e-18	0.87
chr6-2409	chr6	88074750	88075375	+	93.9	625.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr6-4486	chr6	88193406	88194571	+	93.9	1165.000	7.000000	14.0	1.5	9.49	6.71e-10	0.85
chr6-4156	chr6	90428226	90429037	+	93.9	811.000	8.000000	14.0	0.4	37.96	6.82e-18	0.90
chr6-2444	chr6	113194997	113195640	+	93.9	643.000	14.000000	14.0	0.4	37.96	6.82e-18	0.91
chr6-2234	chr6	127561101	127561857	+	93.9	756.000	15.000000	14.0	1.5	9.49	6.71e-10	0.92
chr6-2248	chr6	136172092	136172723	+	93.9	631.000	15.000000	14.0	0.7	18.98	7.73e-14	0.91
chr7-5208	chr7	4470376	4471387	+	93.9	1011.000	9.000000	14.0	0.7	18.98	7.73e-14	0.87
chr7-4332	chr7	4836269	4837043	+	93.9	774.000	11.000000	14.0	0.7	18.98	7.73e-14	0.89
chr7-5736	chr7	7209198	7209973	+	93.9	775.000	8.000000	14.0	0.4	37.96	6.82e-18	0.90
chr7-5810	chr7	25179330	25180104	+	93.9	774.000	8.000000	14.0	0.4	37.96	6.82e-18	0.90
chr7-3605	chr7	25379731	25380361	+	93.9	630.000	13.000000	14.0	0.4	37.96	6.82e-18	0.91
chr7-3992	chr7	27446268	27447088	+	93.9	820.000	12.000000	14.0	0.7	18.98	7.73e-14	0.90
chr7-4441	chr7	30219494	30220335	+	93.9	841.000	11.000000	14.0	0.4	37.96	6.82e-18	0.89
chr7-5903	chr7	37336383	37337401	+	93.9	1018.000	8.000000	14.0	0.4	37.96	6.82e-18	0.80
chr7-5908	chr7	38060922	38061693	+	93.9	771.000	8.000000	14.0	0.7	18.98	7.73e-14	0.90
chr7-4896	chr7	39487184	39487986	+	93.9	802.000	10.000000	14.0	0.4	37.96	6.82e-18	0.89
chr7-5386	chr7	44359425	44360688	+	93.9	1263.000	9.000000	14.0	0.4	37.96	6.82e-18	0.85
chr7-5988	chr7	67803565	67804433	+	93.9	868.000	8.000000	14.0	0.4	37.96	6.82e-18	1.08
chr7-5989	chr7	67848961	67849847	+	93.9	886.000	8.000000	14.0	0.4	37.96	6.82e-18	0.90
chr7-4522	chr7	71411440	71412242	+	93.9	802.000	11.000000	14.0	0.7	18.98	7.73e-14	0.99
chr7-3386	chr7	80246291	80246926	+	93.9	635.000	14.000000	14.0	0.4	37.96	6.82e-18	0.91
chr7-4151	chr7	97453218	97453971	+	93.9	753.000	12.000000	14.0	0.4	37.96	6.82e-18	0.90
chr7-6686	chr7	100582423	100583374	+	93.9	951.000	7.000000	14.0	0.4	37.96	6.82e-18	0.88
chr7-3788	chr7	105650482	105651121	+	93.9	639.000	13.000000	14.0	1.5	9.49	6.71e-10	0.90
chr7-5056	chr7	105762093	105762881	+	93.9	788.000	10.000000	14.0	0.4	37.96	6.82e-18	0.90
chr7-5570	chr7	109082788	109083448	+	93.9	660.000	9.000000	14.0	0.7	18.98	7.73e-14	0.91
chr7-6119	chr7	110164177	110165047	+	93.9	870.000	8.000000	14.0	0.7	18.98	7.73e-14	0.91
chr7-5642	chr7	128205356	128206427	+	93.9	1071.000	9.000000	14.0	0.4	37.96	6.82e-18	0.87
chr7-3496	chr7	129256620	129257256	+	93.9	636.000	14.000000	14.0	0.7	18.98	7.73e-14	0.92
chr7-5664	chr7	138919211	138919994	+	93.9	783.000	9.000000	14.0	0.4	37.96	6.82e-18	0.90
chr7-3875	chr7	139978424	139979060	+	93.9	636.000	13.000000	14.0	0.4	37.96	6.82e-18	0.91
chr7-3876	chr7	140821552	140822327	+	93.9	775.000	13.000000	14.0	0.7	18.98	7.73e-14	0.91
chr7-4292	chr7	141265988	141266743	+	93.9	755.000	12.000000	14.0	0.7	18.98	7.73e-14	0.88
chr7-5171	chr7	141293845	141294894	+	93.9	1049.000	10.000000	14.0	0.7	18.98	7.73e-14	0.87
chr8-3852	chr8	13253381	13254154	+	93.9	773.000	10.000000	14.0	0.7	18.98	7.73e-14	0.89
chr8-2764	chr8	22124676	22125351	+	93.9	675.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr8-3320	chr8	30915845	30916605	+	93.9	760.000	12.000000	14.0	1.5	9.49	6.71e-10	0.91
chr8-3614	chr8	36951773	36952526	+	93.9	753.000	11.000000	14.0	0.4	37.96	6.82e-18	0.99
chr8-3336	chr8	40286434	40287241	+	93.9	807.000	12.000000	14.0	0.4	37.96	6.82e-18	0.89
chr8-3618	chr8	41015851	41016764	+	93.9	913.000	11.000000	14.0	0.7	18.98	7.73e-14	0.90
chr8-3343	chr8	45381237	45382003	+	93.9	766.000	12.000000	14.0	0.7	18.98	7.73e-14	0.90
chr8-3068	chr8	54724121	54724902	+	93.9	781.000	13.000000	14.0	0.4	37.96	6.82e-18	0.89
chr8-3083	chr8	69121425	69122209	+	93.9	784.000	13.000000	14.0	0.7	18.98	7.73e-14	0.88
chr8-4643	chr8	70315569	70316358	+	93.9	789.000	8.000000	14.0	0.4	37.96	6.82e-18	0.91
chr8-4352	chr8	84908432	84909386	+	93.9	954.000	9.000000	14.0	0.7	18.98	7.73e-14	0.91
chr8-5162	chr8	94912849	94913793	+	93.9	944.000	7.000000	14.0	0.4	37.96	6.82e-18	0.90
chr8-6179	chr8	104601735	104602877	+	93.9	1142.000	5.000000	14.0	0.7	18.98	7.73e-14	0.80
chr8-3499	chr8	111393428	111394207	+	93.9	779.000	12.000000	14.0	0.4	37.96	6.82e-18	0.90
chr8-3785	chr8	114205279	114206104	+	93.9	825.000	11.000000	14.0	0.7	18.98	7.73e-14	0.88
chr9-3361	chr9	27191588	27192367	+	93.9	779.000	12.000000	14.0	0.4	37.96	6.82e-18	0.88
chr9-3380	chr9	37384455	37385234	+	93.9	779.000	12.000000	14.0	0.4	37.96	6.82e-18	0.88
chr9-5577	chr9	43879389	43880533	+	93.9	1144.000	6.000000	14.0	0.7	18.98	7.73e-14	0.88
chr9-4052	chr9	45430077	45431053	+	93.9	976.000	10.000000	14.0	0.4	37.96	6.82e-18	0.88
chr9-2627	chr9	53340869	53341516	+	93.9	647.000	15.000000	14.0	1.5	9.49	6.71e-10	0.92
chr9-3150	chr9	59680038	59680794	+	93.9	756.000	13.000000	14.0	0.7	18.98	7.73e-14	0.91
chr9-2897	chr9	60687755	60688547	+	93.9	792.000	14.000000	14.0	3.0	4.75	2.82e-06	0.91
chr9-4133	chr9	75231726	75232549	+	93.9	823.000	10.000000	14.0	0.7	18.98	7.73e-14	0.90
chr9-4143	chr9	78175745	78176516	+	93.9	771.000	10.000000	14.0	2.2	6.33	9.90e-08	0.99
chr9-4145	chr9	78442556	78443337	+	93.9	781.000	10.000000	14.0	1.5	9.49	6.71e-10	0.89
chr9-2700	chr9	87015443	87016077	+	93.9	634.000	15.000000	14.0	0.7	18.98	7.73e-14	0.91
chr9-6392	chr9	87144466	87145508	+	93.9	1042.000	5.000000	14.0	1.5	9.49	6.71e-10	0.99
chr9-2975	chr9	103180645	103181278	+	93.9	633.000	14.000000	14.0	0.4	37.96	6.82e-18	0.91
chr9-6435	chr9	103758896	103760064	+	93.9	1168.000	5.000000	14.0	0.7	18.98	7.73e-14	0.85
chr10-3566	chr10	20347490	20348463	+	93.9	973.000	10.000000	14.0	0.4	37.96	6.82e-18	0.89
chr10-4233	chr10	29146847	29147848	+	93.9	1001.000	8.000000	14.0	1.5	9.49	6.71e-10	0.90
chr10-3905	chr10	33623975	33624777	+	93.9	802.000	9.000000	14.0	0.7	18.98	7.73e-14	0.90
chr10-5022	chr10	52704086	52705141	+	93.9	1055.000	6.000000	14.0	0.4	37.96	6.82e-18	0.99
chr10-3338	chr10	63386429	63387257	+	93.9	828.000	11.000000	14.0	0.7	18.98	7.73e-14	0.90
chr10-3340	chr10	67186933	67187795	+	93.9	862.000	11.000000	14.0	0.4	37.96	6.82e-18	0.88
chr10-5611	chr10	68282594	68283572	+	93.9	978.000	5.000000	14.0	0.4	37.96	6.82e-18	0.88
chr10-3679	chr10	75893096	75893895	+	93.9	799.000	10.000000	14.0	0.7	18.98	7.73e-14	0.90
chr10-4739	chr10	80329925	80330708	+	93.9	783.000	7.000000	14.0	0.4	37.96	6.82e-18	0.92
chr10-3722	chr10	81285381	81286290	+	93.9	909.000	10.000000	14.0	0.7	18.98	7.73e-14	0.88
chr10-2598	chr10	86730850	86731493	+	93.9	643.000	14.000000	14.0	0.4	37.96	6.82e-18	0.91
chr10-3812	chr10	127339397	127340378	+	93.9	981.000	10.000000	14.0	0.7	18.98	7.73e-14	0.85
chr11-7096	chr11	28853017	28853870	+	93.9	853.000	8.000000	14.0	0.7	18.98	7.73e-14	0.91
chr11-4226	chr11	30885281	30885781	+	93.9	500.000	14.000000	14.0	0.4	37.96	6.82e-18	0.92
chr11-5554	chr11	31371242	31372071	+	93.9	829.000	11.000000	14.0	0.4	37.96	6.82e-18	0.99
chr11-6060	chr11	43775690	43776540	+	93.9	850.000	10.000000	14.0	0.7	18.98	7.73e-14	0.89
chr11-5571	chr11	43836048	43836828	+	93.9	780.000	11.000000	14.0	0.7	18.98	7.73e-14	0.87
chr11-9248	chr11	48833772	48834713	+	93.9	941.000	5.000000	14.0	0.4	37.96	6.82e-18	0.91
chr11-5152	chr11	60222666	60223441	+	93.9	775.000	12.000000	14.0	1.5	9.49	6.71e-10	0.87
chr11-7820	chr11	60509070	60510077	+	93.9	1007.000	7.000000	14.0	0.4	37.96	6.82e-18	0.80
chr11-4757	chr11	69036937	69037586	+	93.9	649.000	13.000000	14.0	0.4	37.96	6.82e-18	1.08
chr11-5275	chr11	83270854	83271662	+	93.9	808.000	12.000000	14.0	0.4	37.96	6.82e-18	0.87
chr11-4877	chr11	94148838	94149463	+	93.9	625.000	13.000000	14.0	0.7	18.98	7.73e-14	0.91
chr11-6299	chr11	95119904	95120774	+	93.9	870.000	10.000000	14.0	0.4	37.96	6.82e-18	0.83
chr11-6306	chr11	95830703	95831531	+	93.9	828.000	10.000000	14.0	0.4	37.96	6.82e-18	0.88
chr11-4907	chr11	97840890	97841524	+	93.9	634.000	13.000000	14.0	0.7	18.98	7.73e-14	0.99
chr11-4465	chr11	100761675	100762322	+	93.9	647.000	14.000000	14.0	0.4	37.96	6.82e-18	0.90
chr11-4953	chr11	103749262	103750035	+	93.9	773.000	13.000000	14.0	0.7	18.98	7.73e-14	0.91
chr11-4539	chr11	114765086	114765732	+	93.9	646.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr11-6963	chr11	115974611	115975457	+	93.9	846.000	9.000000	14.0	0.4	37.96	6.82e-18	0.85
chr11-9944	chr11	116004379	116005854	+	93.9	1475.000	5.000000	14.0	0.7	18.98	7.73e-14	0.75
chr11-6965	chr11	116086574	116087699	+	93.9	1125.000	9.000000	14.0	0.4	37.96	6.82e-18	0.80
chr11-9018	chr11	117174352	117175517	+	93.9	1165.000	6.000000	14.0	0.4	37.96	6.82e-18	0.85
chr11-5442	chr11	118202189	118202993	+	93.9	804.000	12.000000	14.0	0.4	37.96	6.82e-18	0.87
chr11-5974	chr11	121156356	121157174	+	93.9	818.000	11.000000	14.0	0.7	18.98	7.73e-14	0.91
chr12-1884	chr12	8947762	8948262	+	93.9	500.000	14.000000	14.0	1.5	9.49	6.71e-10	0.92
chr12-3865	chr12	69757942	69759244	+	93.9	1302.000	6.000000	14.0	0.4	37.96	6.82e-18	0.88
chr12-2144	chr12	72917365	72918139	+	93.9	774.000	13.000000	14.0	1.5	9.49	6.71e-10	0.91
chr12-3882	chr12	73545367	73546363	+	93.9	996.000	6.000000	14.0	0.7	18.98	7.73e-14	0.89
chr12-3573	chr12	76195697	76196986	+	93.9	1289.000	7.000000	14.0	0.4	37.96	6.82e-18	0.75
chr12-1972	chr12	80132358	80132991	+	93.9	633.000	14.000000	14.0	1.5	9.49	6.71e-10	0.92
chr12-1984	chr12	84100745	84101374	+	93.9	629.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr12-2397	chr12	85705648	85706456	+	93.9	808.000	12.000000	14.0	0.4	37.96	6.82e-18	0.89
chr12-1994	chr12	91400577	91401210	+	93.9	633.000	14.000000	14.0	0.4	37.96	6.82e-18	0.92
chr12-4365	chr12	101818497	101819448	+	93.9	951.000	5.000000	14.0	0.4	37.96	6.82e-18	0.90
chr13-2880	chr13	16017296	16018127	+	93.9	831.000	10.000000	14.0	0.4	37.96	6.82e-18	0.91
chr13-3806	chr13	21440430	21441484	+	93.9	1054.000	7.000000	14.0	0.7	18.98	7.73e-14	0.90
chr13-3837	chr13	23435515	23436318	+	93.9	803.000	7.000000	14.0	1.5	9.49	6.71e-10	0.99
chr13-3548	chr13	36731379	36732353	+	93.9	974.000	8.000000	14.0	0.7	18.98	7.73e-14	0.87
chr13-2495	chr13	55189754	55190380	+	93.9	626.000	12.000000	14.0	0.7	18.98	7.73e-14	0.90
chr13-3294	chr13	58148187	58149043	+	93.9	856.000	9.000000	14.0	1.5	9.49	6.71e-10	0.88
chr13-2289	chr13	61804269	61804904	+	93.9	635.000	13.000000	14.0	0.7	18.98	7.73e-14	0.91
chr13-2291	chr13	63272471	63273132	+	93.9	661.000	13.000000	14.0	1.5	9.49	6.71e-10	0.99
chr13-2369	chr13	112993539	112994219	+	93.9	680.000	13.000000	14.0	0.4	37.96	6.82e-18	0.91
chr14-2074	chr14	3049026	3049789	+	93.9	763.000	12.000000	14.0	0.4	37.96	6.82e-18	0.89
chr14-2261	chr14	7027044	7027889	+	93.9	845.000	11.000000	14.0	1.5	9.49	6.71e-10	0.88
chr14-3292	chr14	34363113	34364386	+	93.9	1273.000	7.000000	14.0	0.7	18.98	7.73e-14	0.67
chr14-2120	chr14	41072562	41073328	+	93.9	766.000	12.000000	14.0	0.4	37.96	6.82e-18	0.89
chr14-1760	chr14	48709511	48710141	+	93.9	630.000	14.000000	14.0	0.4	37.96	6.82e-18	0.90
chr14-3359	chr14	55575654	55576802	+	93.9	1148.000	7.000000	14.0	0.4	37.96	6.82e-18	0.85
chr14-2623	chr14	60485210	60486062	+	93.9	852.000	10.000000	14.0	0.7	18.98	7.73e-14	0.87
chr14-2196	chr14	65953341	65954121	+	93.9	780.000	12.000000	14.0	1.5	9.49	6.71e-10	0.91
chr14-2884	chr14	70554187	70555131	+	93.9	944.000	9.000000	14.0	0.4	37.96	6.82e-18	0.90
chr14-2213	chr14	72506447	72507232	+	93.9	785.000	12.000000	14.0	0.4	37.96	6.82e-18	0.88
chr14-2218	chr14	74641204	74642000	+	93.9	796.000	12.000000	14.0	1.5	9.49	6.71e-10	0.90
chr14-2680	chr14	79397561	79398461	+	93.9	900.000	10.000000	14.0	1.5	9.49	6.71e-10	0.90
chr14-2693	chr14	103349392	103350116	+	93.9	724.000	10.000000	14.0	1.5	9.49	6.71e-10	0.88
chr14-3834	chr14	122104910	122105789	+	93.9	879.000	6.000000	14.0	0.4	37.96	6.82e-18	0.91
chr15-1894	chr15	8627249	8627890	+	93.9	641.000	14.000000	14.0	0.4	37.96	6.82e-18	0.92
chr15-2770	chr15	28158647	28159597	+	93.9	950.000	10.000000	14.0	0.7	18.98	7.73e-14	0.87
chr15-4035	chr15	35292954	35293881	+	93.9	927.000	6.000000	14.0	2.2	6.33	9.90e-08	0.88
chr15-2123	chr15	36381040	36381818	+	93.9	778.000	13.000000	14.0	0.7	18.98	7.73e-14	0.91
chr15-3368	chr15	44748118	44749090	+	93.9	972.000	8.000000	14.0	0.7	18.98	7.73e-14	0.89
chr15-2809	chr15	52040060	52040846	+	93.9	786.000	10.000000	14.0	1.5	9.49	6.71e-10	0.91
chr15-3379	chr15	54571034	54572004	+	93.9	970.000	8.000000	14.0	1.5	9.49	6.71e-10	0.89
chr15-4144	chr15	76666374	76667359	+	93.9	985.000	6.000000	14.0	0.7	18.98	7.73e-14	0.87
chr15-2625	chr15	79455276	79455936	+	93.9	660.000	11.000000	14.0	2.2	6.33	9.90e-08	0.99
chr15-2445	chr15	82338419	82339320	+	93.9	901.000	12.000000	14.0	0.4	37.96	6.82e-18	0.91
chr15-3869	chr15	89557659	89558539	+	93.9	880.000	7.000000	14.0	0.7	18.98	7.73e-14	0.90
chr15-3206	chr15	95654052	95654824	+	93.9	772.000	9.000000	14.0	0.7	18.98	7.73e-14	0.99
chr15-3543	chr15	97338231	97339273	+	93.9	1042.000	8.000000	14.0	0.7	18.98	7.73e-14	0.85
chr15-4288	chr15	98777653	98779011	+	93.9	1358.000	6.000000	14.0	0.4	37.96	6.82e-18	0.83
chr15-3224	chr15	98807566	98808371	+	93.9	805.000	9.000000	14.0	0.4	37.96	6.82e-18	0.91
chr15-3242	chr15	99664437	99665241	+	93.9	804.000	9.000000	14.0	1.5	9.49	6.71e-10	0.89
chr15-2997	chr15	100870756	100871565	+	93.9	809.000	10.000000	14.0	0.4	37.96	6.82e-18	0.91
chr15-2998	chr15	101053377	101054179	+	93.9	802.000	10.000000	14.0	0.7	18.98	7.73e-14	0.88
chr15-2717	chr15	101859674	101860441	+	93.9	767.000	11.000000	14.0	0.7	18.98	7.73e-14	0.91
chr16-1871	chr16	10447274	10448090	+	93.9	816.000	12.000000	14.0	0.7	18.98	7.73e-14	0.88
chr16-2803	chr16	17489324	17490228	+	93.9	904.000	7.000000	14.0	0.7	18.98	7.73e-14	0.90
chr16-3057	chr16	18581431	18582759	+	93.9	1328.000	6.000000	14.0	0.4	37.96	6.82e-18	0.75
chr16-2083	chr16	22844198	22845015	+	93.9	817.000	11.000000	14.0	0.7	18.98	7.73e-14	0.99
chr16-2852	chr16	30510439	30511612	+	93.9	1173.000	7.000000	14.0	0.4	37.96	6.82e-18	0.85
chr16-2890	chr16	37684584	37685519	+	93.9	935.000	7.000000	14.0	0.4	37.96	6.82e-18	0.90
chr16-2722	chr16	78237383	78238464	+	93.9	1081.000	8.000000	14.0	0.4	37.96	6.82e-18	0.85
chr17-2886	chr17	21566542	21567202	+	93.9	660.000	12.000000	14.0	1.5	9.49	6.71e-10	0.90
chr17-3826	chr17	25836618	25837386	+	93.9	768.000	9.000000	14.0	0.7	18.98	7.73e-14	0.99
chr17-4209	chr17	32188996	32189777	+	93.9	781.000	8.000000	14.0	0.4	37.96	6.82e-18	0.91
chr17-3884	chr17	32924470	32925285	+	93.9	815.000	9.000000	14.0	0.7	18.98	7.73e-14	0.99
chr17-6114	chr17	33981092	33981963	+	93.9	871.000	4.000000	14.0	0.4	37.96	6.82e-18	0.91
chr17-3021	chr17	36032069	36032825	+	93.9	756.000	12.000000	14.0	0.4	37.96	6.82e-18	0.99
chr17-2563	chr17	48031608	48032240	+	93.9	632.000	14.000000	14.0	1.5	9.49	6.71e-10	0.92
chr17-5594	chr17	49614927	49615879	+	93.9	952.000	5.000000	14.0	0.7	18.98	7.73e-14	0.99
chr17-3982	chr17	50292545	50293189	+	93.9	644.000	9.000000	14.0	0.7	18.98	7.73e-14	1.13
chr17-2569	chr17	55986374	55987020	+	93.9	646.000	14.000000	14.0	0.7	18.98	7.73e-14	0.91
chr18-1717	chr18	7692876	7693698	+	93.9	822.000	12.000000	14.0	0.7	18.98	7.73e-14	0.89
chr18-1892	chr18	25679100	25679901	+	93.9	801.000	11.000000	14.0	0.4	37.96	6.82e-18	0.99
chr18-1507	chr18	35751697	35752459	+	93.9	762.000	14.000000	14.0	1.5	9.49	6.71e-10	0.90
chr18-3000	chr18	37766876	37768260	+	93.9	1384.000	6.000000	14.0	1.5	9.49	6.71e-10	0.50
chr18-1759	chr18	38144722	38145366	+	93.9	644.000	12.000000	14.0	2.2	6.33	9.90e-08	1.09
chr18-2585	chr18	58555523	58556311	+	93.9	788.000	8.000000	14.0	0.4	37.96	6.82e-18	0.91
chr18-2007	chr18	73571593	73572372	+	93.9	779.000	11.000000	14.0	0.7	18.98	7.73e-14	0.89
chr18-3485	chr18	82855311	82856755	+	93.9	1444.000	5.000000	14.0	0.7	18.98	7.73e-14	0.80
chr19-2716	chr19	5298049	5298809	+	93.9	760.000	9.000000	14.0	0.4	37.96	6.82e-18	0.91
chr19-2729	chr19	5893551	5894319	+	93.9	768.000	9.000000	14.0	1.5	9.49	6.71e-10	0.91
chr19-3548	chr19	7421950	7423303	+	93.9	1353.000	6.000000	14.0	0.4	37.96	6.82e-18	0.80
chr19-1793	chr19	18749701	18750335	+	93.9	634.000	14.000000	14.0	1.5	9.49	6.71e-10	0.91
chr19-4404	chr19	22138271	22139454	+	93.9	1183.000	4.000000	14.0	0.7	18.98	7.73e-14	0.99
chr19-2613	chr19	40660150	40661029	+	93.9	879.000	10.000000	14.0	0.4	37.96	6.82e-18	0.88
chr19-4066	chr19	44283462	44284804	+	93.9	1342.000	5.000000	14.0	0.4	37.96	6.82e-18	0.80
chr19-3727	chr19	45150210	45151633	+	93.9	1423.000	6.000000	14.0	0.4	37.96	6.82e-18	0.67
chr19-2639	chr19	45544414	45545253	+	93.9	839.000	10.000000	14.0	0.7	18.98	7.73e-14	0.88
chr19-2245	chr19	46356822	46357629	+	93.9	807.000	12.000000	14.0	0.4	37.96	6.82e-18	0.88
chr19-1866	chr19	47837117	47837755	+	93.9	638.000	14.000000	14.0	1.5	9.49	6.71e-10	0.91
chr19-2270	chr19	53420903	53421696	+	93.9	793.000	12.000000	14.0	0.7	18.98	7.73e-14	0.91
chrX-1691	chrX	12936664	12937479	+	93.9	815.000	7.000000	14.0	1.5	9.49	6.71e-10	1.07
chrX-962	chrX	56346260	56347024	+	93.9	764.000	10.000000	14.0	0.4	37.96	6.82e-18	0.92
chrX-631	chrX	56374453	56375307	+	93.9	854.000	12.000000	14.0	0.7	18.98	7.73e-14	0.88
chrX-401	chrX	74313161	74313788	+	93.9	627.000	14.000000	14.0	0.4	37.96	6.82e-18	0.91
chrX-1798	chrX	75130397	75131377	+	93.9	980.000	7.000000	14.0	0.7	18.98	7.73e-14	0.87
chrX-2538	chrX	94366882	94367745	+	93.9	863.000	5.000000	14.0	0.4	37.96	6.82e-18	0.91
chrX-1525	chrX	101221736	101222550	+	93.9	814.000	8.000000	14.0	0.7	18.98	7.73e-14	0.88
chrX-679	chrX	103447620	103448389	+	93.9	769.000	12.000000	14.0	0.4	37.96	6.82e-18	0.88
